repo_name,repo_url,fixed_commit,buggy_commit,changed_file,ast_diff,commit_msg
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/main/java/org/apache/spark/sql/sources/v2/TableProvider.java,4, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
openhab2-addons, https://github.com/maggu2810/openhab2-addons.git, 00e501bff002728c52ac677d4ab1a70aaf47574d, 741b9ec8f90d7bdf56dca094f5a735495ec21bc0, addons/binding/org.openhab.binding.onewire/src/main/java/org/openhab/binding/onewire/internal/device/AbstractOwDevice.java,4, onewire merge OwserverBridgeHandler into OwBaseBridgeHandler #4710\n\n* merge OwserverBridgeHandler into OwBaseBridgeHandler\r\n* remove paramater map\r\n* fix broken refresh task after exception\r\n\r\nSigned-off-by: Jan N. Klug <jan.n.klug@rub.de>
TSP_SE1, https://github.com/Supporterino/TSP_SE1.git, 51cb7ae5dcafaeb5fc8386466bb3d14d67371d2e, 90dfd6ca8608bdc85024219cbcab6c37fb67c4e9, src/main/reporting/generators/individual/BoxGenerator.java,5, Adding db connection error message and some exception handling
TSP_SE1, https://github.com/Supporterino/TSP_SE1.git, 51cb7ae5dcafaeb5fc8386466bb3d14d67371d2e, 90dfd6ca8608bdc85024219cbcab6c37fb67c4e9, src/main/reporting/generators/individual/ChartGenerator.java,5, Adding db connection error message and some exception handling
TSP_SE1, https://github.com/Supporterino/TSP_SE1.git, 51cb7ae5dcafaeb5fc8386466bb3d14d67371d2e, 90dfd6ca8608bdc85024219cbcab6c37fb67c4e9, src/main/reporting/generators/individual/DotGenerator.java,5, Adding db connection error message and some exception handling
openhab2-addons, https://github.com/maggu2810/openhab2-addons.git, 00e501bff002728c52ac677d4ab1a70aaf47574d, 741b9ec8f90d7bdf56dca094f5a735495ec21bc0, addons/binding/org.openhab.binding.onewire/src/main/java/org/openhab/binding/onewire/internal/owserver/OwserverDeviceParameter.java,5, onewire merge OwserverBridgeHandler into OwBaseBridgeHandler #4710\n\n* merge OwserverBridgeHandler into OwBaseBridgeHandler\r\n* remove paramater map\r\n* fix broken refresh task after exception\r\n\r\nSigned-off-by: Jan N. Klug <jan.n.klug@rub.de>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, common/network-common/src/main/java/org/apache/spark/network/server/TransportChannelHandler.java,6, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/test/java/test/org/apache/spark/sql/sources/v2/JavaAdvancedDataSourceV2.java,6, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/test/java/test/org/apache/spark/sql/sources/v2/JavaColumnarDataSourceV2.java,6, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/test/java/test/org/apache/spark/sql/sources/v2/JavaReportStatisticsDataSource.java,6, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/test/java/test/org/apache/spark/sql/sources/v2/JavaSimpleDataSourceV2.java,6, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
TSP_SE1, https://github.com/Supporterino/TSP_SE1.git, 51cb7ae5dcafaeb5fc8386466bb3d14d67371d2e, 90dfd6ca8608bdc85024219cbcab6c37fb67c4e9, src/main/reporting/generators/demos/BoxDemo.java,6, Adding db connection error message and some exception handling
TSP_SE1, https://github.com/Supporterino/TSP_SE1.git, 51cb7ae5dcafaeb5fc8386466bb3d14d67371d2e, 90dfd6ca8608bdc85024219cbcab6c37fb67c4e9, src/main/reporting/generators/demos/DotDemo.java,6, Adding db connection error message and some exception handling
TSP_SE1, https://github.com/Supporterino/TSP_SE1.git, 51cb7ae5dcafaeb5fc8386466bb3d14d67371d2e, 90dfd6ca8608bdc85024219cbcab6c37fb67c4e9, src/main/reporting/generators/demos/HistDemo.java,6, Adding db connection error message and some exception handling
openhab2-addons, https://github.com/maggu2810/openhab2-addons.git, 00e501bff002728c52ac677d4ab1a70aaf47574d, 741b9ec8f90d7bdf56dca094f5a735495ec21bc0, addons/binding/org.openhab.binding.onewire/src/main/java/org/openhab/binding/onewire/internal/DigitalIoConfig.java,6, onewire merge OwserverBridgeHandler into OwBaseBridgeHandler #4710\n\n* merge OwserverBridgeHandler into OwBaseBridgeHandler\r\n* remove paramater map\r\n* fix broken refresh task after exception\r\n\r\nSigned-off-by: Jan N. Klug <jan.n.klug@rub.de>
SYSC4806, https://github.com/DanGravel/SYSC4806.git, f1172fed8e6570cfb59d6641b23e7f66e5ccc456, a5f98475e2bacc4b113a1a8d83089425fe05f4af, Project/src/main/java/app/FileRepository.java,6, #14 Made some bug fixes\n\n- Added ability to download file\n- Only files for the user show up\n- The filename works properly now
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/main/java/org/apache/spark/sql/sources/v2/SupportsWrite.java,7, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/test/java/test/org/apache/spark/sql/sources/v2/JavaSchemaRequiredDataSource.java,7, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
NemsApp, https://github.com/bcy97/NemsApp.git, 77c392ecdbdae600e02ffcc453fce55eb344e78f, 70abc719143abf25addc9191dfd7cde241dfc003, app/src/main/java/com/nemsapp/components/staticComponets/Text.java,7, debug bug
NemsApp, https://github.com/bcy97/NemsApp.git, 77c392ecdbdae600e02ffcc453fce55eb344e78f, 70abc719143abf25addc9191dfd7cde241dfc003, app/src/main/java/com/nemsapp/util/PicParser.java,7, debug bug
openTeamOneServer, https://github.com/Martian01/openTeamOneServer.git, 2cb897bbb5e29655b3b11531ea1addcb479a1929, 6a1d9c32de2897cfbc2b1fa841f98fc8c1e6643c, src/main/java/com/opencommunity/openTeamOneServer/util/ContentService.java,7, default tenant name
MtgDesktopCompanion, https://github.com/nicho92/MtgDesktopCompanion.git, abbc03792cc909d732d92026e64ee531f39b23e6, bccac7ed7d013962e536cee227e8df9d0907c6af, src/main/java/org/magic/services/extra/BoosterPicturesProvider.java,7, bugfix
RedConstruction, https://github.com/wanghao15536870732/RedConstruction.git, b46a40b3bf5278faa3db066ca10edd51f0e0cf02, 58a76022e4caf65aacbf750ef3ebea970c5e569e, app/src/main/java/com/example/zhongahiyi/redconstruction/view/fragment/NewsFragment.java,7, :bug: delete some useless files.
openhab2-addons, https://github.com/maggu2810/openhab2-addons.git, 00e501bff002728c52ac677d4ab1a70aaf47574d, 741b9ec8f90d7bdf56dca094f5a735495ec21bc0, addons/binding/org.openhab.binding.onewire/src/main/java/org/openhab/binding/onewire/internal/handler/AdvancedMultisensorThingHandler.java,8, onewire merge OwserverBridgeHandler into OwBaseBridgeHandler #4710\n\n* merge OwserverBridgeHandler into OwBaseBridgeHandler\r\n* remove paramater map\r\n* fix broken refresh task after exception\r\n\r\nSigned-off-by: Jan N. Klug <jan.n.klug@rub.de>
openhab2-addons, https://github.com/maggu2810/openhab2-addons.git, 00e501bff002728c52ac677d4ab1a70aaf47574d, 741b9ec8f90d7bdf56dca094f5a735495ec21bc0, addons/binding/org.openhab.binding.onewire/src/main/java/org/openhab/binding/onewire/internal/owserver/OwserverConnection.java,8, onewire merge OwserverBridgeHandler into OwBaseBridgeHandler #4710\n\n* merge OwserverBridgeHandler into OwBaseBridgeHandler\r\n* remove paramater map\r\n* fix broken refresh task after exception\r\n\r\nSigned-off-by: Jan N. Klug <jan.n.klug@rub.de>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, core/src/main/java/org/apache/spark/util/collection/unsafe/sort/UnsafeSorterSpillReader.java,9, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/main/java/org/apache/spark/sql/sources/v2/SupportsRead.java,9, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
SYSC4806, https://github.com/DanGravel/SYSC4806.git, f1172fed8e6570cfb59d6641b23e7f66e5ccc456, a5f98475e2bacc4b113a1a8d83089425fe05f4af, Project/src/main/java/app/models/File.java,9, #14 Made some bug fixes\n\n- Added ability to download file\n- Only files for the user show up\n- The filename works properly now
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, core/src/main/java/org/apache/spark/shuffle/sort/UnsafeShuffleWriter.java,10, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/main/java/org/apache/spark/sql/sources/v2/reader/streaming/SparkDataStream.java,10, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
speedbot, https://github.com/jsinitx4/speedbot.git, 90c88572a75636c3a56dc6c553b054a1103f1549, 574ffe946e0cfe1884461ce1a4ae4fbab26dfb5e, src/main/java/commands/developer.java,10, fix message loop
Team-7-TCSS-450-, https://github.com/golbette/Team-7-TCSS-450-.git, 0997b54ceba3edfb26c3063e74c89ce8ef55fb32, 8f6d6cd2ba0833092d4418b12325b278924e16a8, app/src/main/java/team7/tcss450/uw/edu/tcss_750_t7_2/WeatherFragment.java,11, Fixed weather bug to hide waiting animation once user completes a new search.
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, common/network-common/src/main/java/org/apache/spark/network/server/ChunkFetchRequestHandler.java,11, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
RedConstruction, https://github.com/wanghao15536870732/RedConstruction.git, b46a40b3bf5278faa3db066ca10edd51f0e0cf02, 58a76022e4caf65aacbf750ef3ebea970c5e569e, app/src/main/java/com/example/zhongahiyi/redconstruction/view/activity/DynamicActivity.java,11, :bug: delete some useless files.
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, sql/core/src/main/java/org/apache/spark/sql/sources/v2/reader/streaming/Offset.java,12, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
Quiz-Buzzer-System, https://github.com/armandoBringas/Quiz-Buzzer-System.git, 15f5069e84d8c245b533e8546b0c959aec662ffb, 288d7adb8d6f48f119da91f2c5a245fe9b8566f2, src/Lesson.java,12, Fix error on Lesson class
openhab2-addons, https://github.com/maggu2810/openhab2-addons.git, 00e501bff002728c52ac677d4ab1a70aaf47574d, 741b9ec8f90d7bdf56dca094f5a735495ec21bc0, addons/binding/org.openhab.binding.onewire/src/main/java/org/openhab/binding/onewire/internal/handler/OwBaseThingHandler.java,12, onewire merge OwserverBridgeHandler into OwBaseBridgeHandler #4710\n\n* merge OwserverBridgeHandler into OwBaseBridgeHandler\r\n* remove paramater map\r\n* fix broken refresh task after exception\r\n\r\nSigned-off-by: Jan N. Klug <jan.n.klug@rub.de>
spark, https://github.com/dongjoon-hyun/spark.git, 81dd21fda99da48ed76adb739a07d1dabf1ffb51, 1ba4011a7f91616e88df1d141a7057500309e14c, common/network-shuffle/src/main/java/org/apache/spark/network/shuffle/ShuffleClient.java,13, SPARK-26977CORE Fix warn against subclassing scala.App\n\n## What changes were proposed in this pull request?\n\nFix warn against subclassing scala.App\n\n## How was this patch tested?\n\nManual test\n\nCloses #23903 from manuzhang/fix_submit_warning.\n\nAuthored-by: manuzhang <owenzhang1990@gmail.com>\nSigned-off-by: Sean Owen <sean.owen@databricks.com>
Alexandria, https://github.com/cmput301w19t02/Alexandria.git, d0e6172642ed578535518e4928b7f1157a59648b, 144866f8421c681ec3f1a8a75a357eb6a010eed1, app/src/test/java/ca/ualberta/CMPUT3012019T02/alexandria/ImageMessageTests.java,13, fixed some typos and added ImageMessage functionality
